Utterance,Emotion,Sentiment,Arousal
What's up?,neutral,neutral,0.396
"Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!",surprise,positive,0.03515
You mean scared.,neutral,neutral,0.1966666666666666
"No, I mean happy.",neutral,neutral,0.1009999999999999
"Oh thanks, but listen, I was just at Monica’s and she and Chandler had a big fight and they’re not moving in.",sadness,negative,0.0397727272727272
"No-no, they just had a big blowout over what to do with my room.",neutral,neutral,0.0360714285714285
"Yeah, I feel kinda bad for them, but I’m also really psyched ‘cause I don’t have to move in here!",joy,positive,0.0103999999999999
"Oh no, yeah no, that part’s great!",joy,positive,0.0127142857142857
Shut-out!!,surprise,negative,0.667
"Where are you guys going? Come on, one more game!",surprise,negative,0.0139999999999999
"I'm going,  and I'm gone.",neutral,neutral,0.0279999999999999
One more game?,neutral,neutral,0.0533333333333333
Where there is no fear of commitment.,neutral,neutral,0.1571428571428571
Do we have any... Do we have any thoughts here?,neutral,neutral,0.0346
If you're afraid of bugs.....get a bug.,neutral,neutral,0.0502857142857142
"Amazingly, that makes sense.",joy,positive,0.0702499999999999
Hi! Look! I got our pictures developed from Rockefeller Center.,joy,positive,0.0059999999999999
"Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?",joy,positive,0.0099999999999999
"Oh, I gotta get to work. So call me later?",neutral,neutral,0.03
You want me to just quit my job so that you can feel like you’ve got a girlfriend?,anger,negative,0.0768888888888888
Oh my God.,surprise,negative,0.0119999999999999
Oh? Why not?,neutral,neutral,0.2223333333333333
It’s the semi-finals…of her…botchy ball tournament.,neutral,neutral,0.0556666666666666
"What’s going on Bing? Does uh, your wife have a problem with me or something?",anger,negative,0.0408
Well now-now you’re just talking crazy.,joy,positive,0.0711666666666666
Because uh…we-we…we split up. Monica and I split up. Hold me.,sadness,negative,0.1373636363636363
"And the way she looked at me, pure lust.",joy,positive,0.0055555555555555
"Bing my boy, we’re gonna get you over this.",neutral,neutral,0.0886666666666666
"Now here’s the plan, grab your coat, we’re going to a strip club.",joy,positive,0.0603076923076923
"Oh no-no-no, Monica would freak.  But to hell with that bitch.",anger,negative,0.1394999999999999
"Oh, oh thanks. Alright well, now that I'm up I'm going to go    to the bathroom.",neutral,neutral,0.0163157894736842
Did he call?,neutral,neutral,0.307
Why?! Why?! He said he’d call. Why hasn’t he called?,sadness,negative,0.2254999999999999
"Maybe he’s intimated by really smart, strong, successful women.",neutral,neutral,0.1968888888888889
"Sophie, would you please climb out of my butt. Why hasn’t he called, Rachel? Why?",anger,negative,0.1109333333333333
Awkward? Why should he feel awkward?,surprise,negative,0.239
"The only person that should feel awkward is you, and you didn’t tell him not to call me, did you?",anger,negative,0.04455
"Because if you feel uncomfortable with your friend dating someone you work for, there are always ways to fix...that.",anger,negative,0.0111052631578947
And you’re upset because you didn’t make your best friend cry?,sadness,negative,0.0086363636363636
I mean do we not have as much fun?!,anger,negative,0.1012222222222222
Don’t I deserve a few tears?!!,sadness,negative,0.0351666666666666
I did not cry my eyes out!!,anger,negative,0.0684285714285714
Do I know why we’re rushing?,neutral,neutral,0.1878333333333333
That’s so great for you guys!,joy,positive,0.0106666666666666
"Good luck, with your girlfriend.",neutral,neutral,0.0484
"Hi. Ohhh, you got my message.",neutral,neutral,0.1543333333333333
Do,neutral,neutral,0.096
DO YOU?,anger,negative,0.048
Y’know I don’t understand why they didn’t cry. It was a beautiful speech.,sadness,negative,0.0363076923076923
And that picture of Chi-Chi with her mischievous grin.,neutral,neutral,0.049
"Oh good God, Ross! How the hell do you do it?",surprise,negative,0.027
"Oh, you guys, with this joke. I gotta say, I know I cracked up, but I’m not even sure I got it.",neutral,neutral,0.0024090909090909
You are not allowed to laugh at my joke.,anger,negative,0.0242222222222222
"Your joke? Well, I think ‘the Hef’ would disagree, which is why he sent me a check for one hundred ah-dollars.",neutral,neutral,0.0099523809523809
I can’t believe we’re living here!,sadness,negative,0.0303333333333333
"No! She had the ring on, she seemed so excited, and then she  took her breast out.",anger,negative,0.0342222222222222
"Joey, you have to tell her what’s going on! And what did it  look like?!",surprise,negative,0.0113125
"Look, it’s not that easy. She said she wanted to marry me. I  don’t want to hurt her.",sadness,negative,0.0359473684210526
"Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which",joy,positive,0.0096363636363636
Excellent! What Rachel has shrewdly observed here,joy,positive,0.0048571428571428
You completely stole my answer!,anger,negative,0.0012
Are you just repeating what I'm saying?,anger,negative,0.0965714285714285
"Uh, okay, and then you buzz Ross and I.",neutral,neutral,0.0075555555555555
Diverse.,neutral,neutral,0.038
Did anybody call for security?,neutral,neutral,0.0645999999999999
The Hardy boys?,anger,negative,0.2436666666666666
"Look, I don’t need to steal some stupid ring, all right?",anger,negative,0.0269090909090909
Marry me.,neutral,neutral,0.265
Oh my God! Joey!,surprise,negative,0.009
Hell yeah! I’ll marry you!,joy,positive,0.1654
You can’t marry him!,anger,negative,0.1325
Why?! Why can’t she marry me?!,surprise,negative,0.3106666666666667
She’s not pregnant. It’s Rachel. Rachel’s the one who’s pregnant.,neutral,neutral,0.0676
We don’t know.,neutral,neutral,0.0463333333333333
Ohh… I wonder if that dude.,neutral,neutral,0.0551666666666666
People have got to finish their stories!,anger,negative,0.02
Why do you want to see my hand?,neutral,neutral,0.0266249999999999
"Eww! Oh, it’s all dirty. You should throw this out.",disgust,negative,0.0423
I mean you were just… You’re so incredible!,sadness,negative,0.06575
You went through all this time and effort to make this tape for me!,sadness,negative,0.0107857142857142
"Y’know I’m just gonna—I, I am gonna make this up to you!",joy,positive,0.10825
I-I am going to,neutral,neutral,0.177
Hello.,neutral,neutral,0.034
Hi! It’s me.,sadness,negative,0.1976666666666666
"Hi! Oh, I’m so glad you called.",joy,positive,0.159
"Hey, what do you want to drink?",neutral,neutral,0.0462857142857142
Who’s that?,surprise,negative,0.0385
Yeah! Got it!,anger,negative,0.0223333333333333
"Hey, you don’t have to smile. You just have to dance.",neutral,neutral,0.0205454545454545
"Look, I don’t feel like dancing, I feel like having a drink. Okay?",sadness,negative,0.0164615384615384
If this is your idea of sexy talk?,surprise,positive,0.0822499999999999
"No seriously, y’know the contracts I gave you, did you overnight them?",fear,negative,0.0745
This isn’t funny!,anger,negative,0.0733333333333333
"I’m telling you, you never gave them to me.",neutral,neutral,0.0418888888888888
Okay get your coat!  Oh! When did you unhook this?  Nice work!,joy,positive,0.0230714285714285
About what?,neutral,neutral,0.023
"Pheebs, how’s it going?",neutral,neutral,0.1065
I’m doing okay. I think it’s going well. Do you think they’re having fun? Am I talking to fast?,neutral,neutral,0.0482631578947368
"Oh right, Coach Ruben.",neutral,neutral,0.0875
"Na-uh, no, we are all responsible for our own babies.",neutral,neutral,0.079
What do you mean?,surprise,negative,0.019
"Uh, what was that?",surprise,negative,0.0099999999999999
"That sounds good. I'll call you- or you call me, whatever...",neutral,neutral,0.017
You're so pretty.,joy,positive,0.0106666666666666
You talked to him. Are you crazy?,surprise,negative,0.098
"Thank you, Happy Holidays.",joy,positive,0.0545
The charity's on fire!,fear,negative,0.044
What is that?!,surprise,negative,0.041
"Oh, you’re kidding me!",anger,negative,0.0625
I’m an actor. I’m kinda getting my picture up there on the wall.,neutral,neutral,0.0536153846153846
"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.",sadness,negative,0.0666521739130434
What?! You’re crazy! There’s nothing sexual about the noises I make!,surprise,positive,0.117090909090909
Oo God!,sadness,negative,0.018
What are you looking at?!,anger,negative,0.0092
I mean hi.,neutral,neutral,0.1756666666666666
"Oh my—This is so embarrassing. Oh my God, I’m never gonna get massaged again!",fear,negative,0.0923571428571428
"No, you can’t let this stop you from getting massages!",sadness,negative,0.0145
"Great! Okay, if you’ll just excuse me.  So, did you hear something you liked?",joy,positive,0.0579333333333333
"No. But I got Knicks tickets for you, me, and Chandler.",neutral,neutral,0.0313636363636363
"Ah, no-no-no just Ross. Ross and Joey is embarrassing enough.",disgust,negative,0.0447999999999999
"She is kidding, but don't ever disagree with her again. Okay, now I'm kidding!",joy,positive,0.009
"Oh, what a fun office.",joy,positive,0.0672
Rachel? Do you smoke?,neutral,neutral,0.024
"Oh no, my dad's a doctor and he would always tell me just horror stories……about ghosts and goblins who totally supported the princess's right to smoke.",neutral,neutral,0.0069999999999999
"Peach pit. That night we, uh- we had-",neutral,neutral,0.0568749999999999
"Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.",neutral,neutral,0.0213684210526315
"Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.",joy,positive,0.001235294117647
Really? To what?,surprise,negative,0.0153333333333333
"Y'know, I can't believe I'm getting my nails done!  And",surprise,negative,0.0095454545454545
"Good one. Actually, ah, Terry wants you to take the training again, whenever.",neutral,neutral,0.0036923076923077
"No, you said the baby creeps you out.",neutral,neutral,0.0029999999999999
Why would the baby creep me out?,anger,negative,0.0735714285714285
Why would the little girl creep you out?,anger,negative,0.0131249999999999
This is going in your book?,surprise,negative,0.0213333333333333
"Yeah, it’s about relationships. Y’know? The traps, the pitfalls, what not to do, keep going. This stuff is great!",joy,positive,0.064
What?! Excuse me!,surprise,negative,0.146
"Yes, I made it!",joy,positive,0.1275
"Okay,  umm, why don’t, why don’t you all start to read, while I—",neutral,neutral,0.0062857142857142
What the? What,surprise,negative,0.0306666666666666
Do you want me to be afraid of you?,neutral,neutral,0.0235555555555555
Here we go.,neutral,neutral,0.0996666666666666
What the hell!,anger,negative,0.2203333333333333
Excuse me.,neutral,neutral,0.196
"Can-can I get your autograph, I’m your biggest fan.",joy,positive,0.1306666666666666
"Ah...ooh! Well, looks like, uh, we kicked your butts.",joy,positive,0.0191111111111111
"Yes, now is when you swoop!",joy,positive,0.0328333333333333
She's distraught.,neutral,neutral,0.403
"Oh, how did it go?",sadness,negative,0.0534
"Well, I did my best to convince him that I’m not some crazy girl who is dying to get married—I’m just going through a hard time.",neutral,neutral,0.0956923076923077
What did he say?,neutral,neutral,0.08325
"Ohh, sweetie!  Hey, I bet you anything that he’s gonna call you again.",sadness,negative,0.0582857142857142
And I-I am just trying to figure out why.,sadness,negative,0.0358888888888888
Again. Y’know what? I think we all did.,sadness,negative,0.11275
"And if she didn’t take it, and I didn’t take it; and you  didn’t take it, then who did?",anger,negative,0.00215
I got in there myself once.,neutral,neutral,0.0455
"My roommate bet me five bucks that I couldn’t, and then he stuck a board through the handles that locked me in.",neutral,neutral,0.0059545454545454
Hey! What’s up?,neutral,neutral,0.1953333333333333
"Yeah, we ended up spending the day together and had such a great time!",joy,positive,0.0244285714285714
Why wouldn’t ya? Erin is great! Then-then there’s you guys.,joy,positive,0.0731
"Ohh, listen. I’ve got to get going. Today was great, thanks!",joy,positive,0.0716363636363636
I mean you definitely should do that.,neutral,neutral,0.0099999999999999
This woman's living my life.,anger,negative,0.1344
"She's living my life, and she's doing it better than me!",anger,negative,0.0421818181818181
She buys tickets for plays that I wanna see.,anger,negative,0.0426666666666666
"She, she buys clothes from stores that I'm intimidated by the sales people.",anger,negative,0.0431538461538461
I feel violated. And not in a good way.,disgust,negative,0.0544444444444444
"How can people do that?...  Oh, you guys, look! Ugly Naked Guy got gravity boots!",surprise,negative,0.031
I know. My arm is killing me.,neutral,neutral,0.0345714285714285
"Y'know, how did I get this reputation as a dropper? Okay? I'm",anger,negative,0.0055833333333333
I just saw a woman breast feeding both of her twins at the same time. it is like a freak show up here.,neutral,neutral,0.0109565217391304
"I’m just saying that y’know, someday Ross is gonna meet somebody and…he’s gonna have his own life. Right?",sadness,negative,0.0529444444444444
Bob. Bob! Bob!!!  What the hell are you doing?!,surprise,negative,0.0661
"You, get out of my shop!",anger,negative,0.0753333333333333
"Well, what did he do?",surprise,negative,0.11
He went out with my wife!,anger,negative,0.1336666666666666
"Whoa-whoa-whoa-whoa, I-I—Hey! I did",anger,negative,0.16675
That’s my wife!!! Get out!,anger,negative,0.0896
"Well, we should go.",neutral,neutral,0.0007499999999999
"Y’know you, really didn’t have to take me to the airport.",neutral,neutral,0.0199999999999999
"Sweetie, with you it’s gonna be different. The sex is gonna be great, ‘cause you-you guys are in love.",joy,positive,0.0698947368421052
"You just ahh, you just need more practice.",neutral,neutral,0.01325
"I mean, y’know, I’m not really that comfortable dancing with a— We-he!!",joy,positive,0.0060833333333333
I-I do though.,sadness,negative,0.032
I do too.,sadness,negative,0.032
I can’t believe you’re getting married!,joy,positive,0.0911666666666666
Monica and Rachel made out.,neutral,neutral,0.1334
Why are we in bed together?,surprise,negative,0.0356666666666666
"But we-we didn’t have…sex-uh, did we?",fear,negative,0.1806666666666666
And we didn’t have sex.,neutral,neutral,0.2145999999999999
"Ohh, I mean, we were really drunk. I’m just glad we didn’t do anything stupid.",neutral,neutral,0.1137333333333333
What are we gonna do?,neutral,neutral,0.2452
Did she see us yet? Did she see us?,neutral,neutral,0.0455555555555555
What’s that smell?,disgust,negative,0.039
"Hi, remember us?",neutral,neutral,0.1456666666666666
"Yeah, and and, I'm just gonna pay for this with a check.",neutral,neutral,0.0524166666666666
I got my hair coloured!,joy,positive,0.0078
"Wow, I really get crabby when I cook.",surprise,positive,0.098
"I’m not worried, I’m uh, I’m fascinated.",fear,negative,0.1537142857142857
Deeper.,neutral,neutral,0.172
You don’t need to smoke.,neutral,neutral,0.0295999999999999
"A strong, confident woman.",neutral,neutral,0.0345
Yes!! Yes!! I’m the next caller! You were gonna have me hang up.,joy,positive,0.1245384615384615
So how are things going with Paul?,neutral,neutral,0.0297142857142857
So what are you saying.  I should run him under hot water and bang his head against a table?,surprise,negative,0.03695
No that’s what you do when you want to get the truth out of someone.,neutral,neutral,0.0125333333333333
Hi honey.,neutral,neutral,0.2274999999999999
"Gunther, y'know what, I am a terrible waitress, do you know why I’m a terrible waitress?",anger,negative,0.1281874999999999
"Gunther, I quit.",sadness,negative,0.0393333333333333
"No-no-no-no-no,  I'm not fallin' for that again.",anger,negative,0.004125
What stupid thing did you do?,neutral,neutral,0.0455
I love you both.,neutral,neutral,0.032
"If they can’t find a home for her, they kill her! And I’m not gonna let that happen to little Yasmine!",anger,negative,0.0324761904761904
"That’s horrible! Well, you did the right thing man.",disgust,negative,0.0299999999999999
"Ohhh-hoo, funny story!",joy,positive,0.0106666666666666
"So Mon, when are we gonna meet this new secret waiter man?",neutral,neutral,0.0703333333333333
"Yeah, I don't think he's up to meeting everyone yet.",neutral,neutral,0.0202
I don’t care! I wanna meet this guy who's the best sex she ever had!,joy,positive,0.0207999999999999
I might've said that.  Why is that funny?,neutral,neutral,0.1156666666666666
Because I'm very happy for him!  And,joy,positive,0.043125
Hi!,sadness,negative,0.593
Did you get all this stuff for Joey to try and drive me out of the apartment?,anger,negative,0.0502941176470588
"Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!",disgust,negative,0.0046521739130434
"It wouldn't have mattered anyway, Phoebe, you and I are, are gonna live together, we're roommates; that's the deal.",neutral,neutral,0.0068947368421052
"Yes, but I wanted you to want to live with me, but okay, if you're having so much fun over here",sadness,negative,0.0559047619047619
"Oh, it's so much more fun with you.",joy,positive,0.0505
"We did have fun, didn't we?",joy,positive,0.3275
We did!,joy,positive,0.542
"Oh, I would love to!",joy,positive,0.0316
It’s-it’s hot,neutral,neutral,0.24
Hot coffee!!!,surprise,negative,0.1579999999999999
You idiot!!,anger,negative,0.067
"You were gonna spill hot coffee all over me, huh?!!",anger,negative,0.0948
My God! What happened to you?,surprise,negative,0.0136666666666666
"Here you go, maybe this'll cheer you up.",joy,positive,0.159875
I don't see why not.,neutral,neutral,0.0326
No. This is just part of a dare devil game that I play called ‘wait until the last moment before I burst and die.’,anger,negative,0.0819999999999999
"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?",surprise,positive,0.1753571428571428
"Yes, I do.",neutral,neutral,0.0736666666666666
Oh yes there is!,anger,negative,0.03125
What are you going to do? Kill him? Like you did with Charles?!,anger,negative,0.1619230769230769
That was a great scene! And-and-and that slap looks so real! How do you do that?,surprise,positive,0.0522499999999999
You’re not the fan who’s dying are you?,neutral,neutral,0.02325
"An-an-anyway I-I just wanted to say that since I’m getting your brain when you leave the show, I was wondering if there was any tips you can give me",neutral,neutral,0.0056551724137931
I-I-I’m leaving the show?,surprise,negative,0.1565
I don’t know. Why? Did you hear something?,neutral,neutral,0.11425
Feel better?,neutral,neutral,0.1389999999999999
"Listen uh, not that I’m y’know insecure about my manhood or anything y’know, but I think I need to hook up with a woman like right now.",neutral,neutral,0.0086296296296296
"Oh God, do something.",anger,negative,0.033
"I’m never gonna find a roommate, ever.",sadness,negative,0.081
"Why, nobody good?",neutral,neutral,0.051
The spitter.,disgust,negative,0.3335
"Oh, better, actually. Y'know I-I-I think I finally figured out why we were having so much trouble lately.",neutral,neutral,0.0812222222222222
"Oh, just some pictures I made and hung up. I thought they’d brighten up the place. They do don’t you think?",joy,positive,0.0423333333333333
That’s crazy.,surprise,negative,0.343
I gave you my,neutral,neutral,0.16675
"That’s okay, I’m cool over here. I’ll catch up with you later, Joey.",neutral,neutral,0.0111538461538461
"I’ll bet your thinking, ‘What’s an intelligent girl who wants to be in fashion, doing making coffee?’ Eh?",surprise,positive,0.005
"Oh, you got me.",neutral,neutral,0.16675
"Well, don’t think I haven’t noticed your potential.",neutral,neutral,0.0175
"Oh, that sounds great.",joy,positive,0.16325
"Wow, that was kinda brutal.",surprise,negative,0.146
"Very cold, hard, unyielding, y'know nothing,",neutral,neutral,0.0173333333333333
If you bring this up now you’re gonna wreck the best thing that even happened to you.,neutral,neutral,0.0715294117647058
What the hell happened on that beach?!,surprise,negative,0.1137142857142857
"Ahh, I just got out of a big relationship, I’m not looking for any thing serious.",sadness,negative,0.0076874999999999
"Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",surprise,positive,0.1014615384615384
"Hey, Chandler, why don’t we talk this over at the Ranger game tomorrow?",neutral,neutral,0.0716153846153846
"Hey Ross, look what I've got going here.",neutral,neutral,0.134125
What are you doing? We're going to a hospital.,surprise,negative,0.092
"What, so I can't lokk nice? There might be doctors there.",neutral,neutral,0.0433636363636363
What is that?,surprise,negative,0.041
"Okay, hating this.",disgust,negative,0.112
"All right, I'm going. I'm going.",anger,negative,0.1866666666666666
"Here we go, here we go.",neutral,neutral,0.0996666666666666
Yes. Absolutely. A quality.,neutral,neutral,0.012
Oh my God! Calling from Rome!,surprise,positive,0.036
Might wanna try Joseph.,neutral,neutral,0.26625
"Remember, evolution?",joy,positive,0.079
I’m not arguing with that.,neutral,neutral,0.0154
"All right, I’ve heard enough. I’ve made my decision.",neutral,neutral,0.0081111111111111
"The joke is not funny, and it’s offensive to women, and doctors, and monkeys!",disgust,negative,0.1247857142857142
"You shouldn’t be arguing over who gets credit, you should be arguing over who gets blamed for inflicting this horrible joke upon the world!",anger,negative,0.020125
The joke sucks!,anger,negative,0.1953333333333333
It’s your joke.,neutral,neutral,0.0733333333333333
"Did you, did you",anger,negative,0.3335
Really? You'd-you'd do that for me?!,surprise,positive,0.0288333333333333
Wow! Skates!,joy,positive,0.1389999999999999
You want some coffee?,neutral,neutral,0.0299999999999999
So ask me what I did today.,neutral,neutral,0.0292857142857142
So what did you do today Pete?,neutral,neutral,0.0601428571428571
What?! Oh.,surprise,negative,0.023
She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.,sadness,negative,0.0194615384615384
Hey! He beat ya.,joy,positive,0.022
"She says as time goes on, he's gonna start getting agressive and violent.",sadness,negative,0.2868461538461538
I'm gonna have to give him up.,sadness,negative,0.1327142857142857
Hang on buddy!,anger,negative,0.076
Oh my God! What happened here? Did you do all this?,surprise,positive,0.0768181818181818
I sure did.,neutral,neutral,0.069
"Julie! Julie, isn't that great? I mean, isn't that just kick- you-in-the-crotch, spit-on-your-neck fantastic?",joy,positive,0.0994285714285714
So do I.,neutral,neutral,0.032
"I don't to go through with this if it's going to raise the question of ""Us.""",neutral,neutral,0.0336874999999999
The physical act of love.,joy,positive,0.1564
What?! Are you crazy?,surprise,negative,0.183
Oh so-so you weren't trying to entice me just now with your-your nakedness?,surprise,positive,0.0756923076923077
"Oh God, you saw me?! Oh!",surprise,negative,0.0196666666666666
You weren't trying to entice me with your nakedness.,joy,positive,0.1275555555555555
"Listen Joey, I got a problem, I just got a call from my dance captain, he's having a relationship crisis and can't get out of Long Island.",neutral,neutral,0.1098518518518518
"So, does that mean the audition is off?",sadness,negative,0.0066249999999999
"Listen Joey, seeing as you've got the most experience, I want you to take these dancers and show them the combination.",neutral,neutral,0.112
Have fun.,neutral,neutral,0.232
Hi there.,neutral,neutral,0.2965
"Oh, DAMN IT!",anger,negative,0.0953333333333333
"Don't worry, after a while he'll tune it out.",neutral,neutral,0.089
"Ok, given your situation, the options with the greatest chances for success would be surrogacy, or insemination using a sperm donor.",neutral,neutral,0.0569047619047619
"We're kidding. C'mon, tell us!",joy,positive,0.0052
"Hi, is uh, is Carol here?",neutral,neutral,0.0694999999999999
"Oh, I uh, just came by to pick up my skull. Well, not mine, but...",neutral,neutral,0.0285999999999999
What's up man?,neutral,neutral,0.264
"Oh, and the chilliest has carpel-tunel syndrome.",neutral,neutral,0.0028571428571428
"Well, up yours too!",anger,negative,0.13325
"Well, if you don’t have anything to copy, why are you going down there?",neutral,neutral,0.0024285714285714
"Oooh, I’m afraid that does not exist.",neutral,neutral,0.0081428571428571
Oh my God! That’s the creep that you’re with at the,surprise,negative,0.037
"All right, but I should warn you, I’m not going. I’m going.",neutral,neutral,0.11475
You stole them from me!,anger,negative,0.104
You stole them from me!!,anger,negative,0.104
"Look, I really need some help, okay? Why? Why did I have to speak in a British accent?! What do I do?",anger,negative,0.0599545454545454
Of course they’re listening to you! Everybody listens to you.,neutral,neutral,0.0009999999999999
